200;30;1051,25423228284;3;0,015625;0,875;0,125;
200;30;1048,85539500535;7;0;1,546875;0,15625;
200;30;1047,37760095865;5;0;0,90625;0,109375;
200;30;1089,24976676573;6;0;1,265625;0,140625;
200;30;1053,53977297982;5;0;1,3125;0,09375;
200;30;1056,80447740584;8;0;2;0,15625;
200;30;1037,24481026782;6;0;1,390625;0,15625;
200;30;1062,80068396937;5;0;1,171875;0,109375;
200;30;1053,22627665875;5;0;1,203125;0,140625;
200;30;1021,34217383141;6;0;1,640625;0,40625;
200;30;1064,17411847666;6;0;1,59375;0,125;
200;30;1054,57422752067;7;0;1,953125;0,171875;
200;30;1049,24523861303;5;0;1,21875;0,140625;
200;30;1062,81348461982;7;0;1,296875;0,15625;
200;30;1063,28400318104;4;0;1,515625;0,09375;
200;30;1097,03857694048;9;0;0,859375;0,140625;
200;30;1044,6966399574;7;0;2,203125;0,203125;
200;30;1054,82653409268;7;0;1,546875;0,1875;
200;30;1050,73224510806;5;0;1,75;0,203125;
200;30;1025,52799848082;7;0;1,796875;0,203125;
200;30;1038,46073471681;5;0;2,03125;0,21875;
200;30;1079,6120712149;5;0;0,71875;0,09375;
200;30;1060,1226285005;10;0;2,359375;0,109375;
200;30;1061,30914615932;5;0;2,5625;0,21875;
200;30;1043,67142573051;7;0;2,25;0,09375;
200;30;1064,31251651439;4;0;1,40625;0,1875;
200;30;1045,14311765375;5;0;1,671875;0,15625;
200;30;1046,10960553325;7;0;2,96875;0,25;
200;30;1070,63016399792;8;0;1,3125;0,1875;
200;30;1069,48364264684;7;0;3,171875;0,265625;
200;30;1033,27789244189;6;0;2,90625;0,234375;
200;30;1057,42696958847;5;0;2,875;0,234375;
200;30;1036,70020878608;6;0;2,671875;0,3125;
200;30;1049,25630408298;6;0;3,40625;0,265625;
200;30;1033,92610554753;5;0;2,71875;0,359375;
200;30;1056,80898870065;4;0;2,6875;0,265625;
200;30;1068,39040631616;6;0;1,203125;0,1875;
200;30;1048,1691679563;6;0;1,828125;0,109375;
200;30;1058,20768377642;5;0;3,453125;0,28125;
200;30;1073,15961477073;5;0;2,65625;0,234375;
200;30;1033,83800942743;4;0;0,828125;0,109375;
200;30;1046,44562320137;6;0;2,40625;0,25;
200;30;1046,74253706648;4;0;2,90625;0,203125;
200;30;1053,63691148959;4;0;3,234375;0,25;
200;30;1058,07091465568;4;0;3,515625;0,390625;
200;30;1051,39532241539;6;0;2,328125;0,265625;
200;30;1054,02112552189;5;0;1,640625;0,1875;
200;30;1043,39904092705;6;0;1,59375;0,171875;
200;30;1033,645445119;8;0;1,5625;0,0625;
200;30;1063,44871028122;6;0;5;0,3125;
200;30;1080,96156850812;5;0;1,171875;0,25;
